Name,SOL_ID_BO_ID,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
Ban B.O,H1135,Ladwa S.O,,,1.0,,,1.0,,9.0,,,,
Bapdi B.O,H1136,Ladwa S.O,,,1.0,,,7.0,,4.0,,,,
Bargat B.O,H3315,Babain S.O,,,5.0,6.0,,3.0,,3.0,,,,
Barna B.O,I5226,Kurukshetra University S.O,,,6.0,6.0,,8.0,,5.0,,,,
Barout B.O,H1137,Ladwa S.O,,,4.0,4.0,,1.0,,1.0,,,,
Barsana B.O,L6351,Pundri S.O,,,,,,2.0,,4.0,,,,
Barta BO,AM119,Kaithal S.O,,,3.0,2.0,,,,,,,,
Barwa B.O,I5227,Kurukshetra University S.O,,,1.0,1.0,,5.0,,6.0,,,,
Batheri B.O,L6258,Gumthala Garhu S.O,,,1.0,,,,,,,,,
Batta B.O,L6313,Kalayat S.O,,,5.0,,,5.0,,5.0,,,,
Baupur B.O,J3508,Chika S.O,,,,,,,,1.0,,,,
Bhagwanpur B.O,H3316,Babain S.O,,,3.0,,,3.0,,4.0,,,,
Bhana B.O,H9071,Pai S.O,,,2.0,1.0,,6.0,,4.0,,,,
Bhor Saida B.O,I5228,Kurukshetra University S.O,,,,1.0,,3.0,,,,,,
Bhorakh B.O,A2668,Pehowa S.O,,,1.0,,,,,1.0,,,,
Bhuna B.O,J3510,Chika S.O,,,4.0,2.0,,7.0,,42.0,,,,
Bhuslan B.O,J3511,Chika S.O,,,7.0,1.0,,1.0,,16.0,,,,
Bhusthala B.O,F7829,Jhansa S.O,,,2.0,,,3.0,,15.0,,,,
Bir Bangran B.O,L6337,Rajound S.O,,,3.0,6.0,,3.0,,18.0,,,,
Bir Kalwa B.O,H3317,Babain S.O,,,,,,1.0,,6.0,,,,
Bir Mathana B.O,B1795,Pipli S.O,,,8.0,1.0,,,,,,,,
Birla Mandir S.O,13611801,,2.0,,,17.0,,5.0,2.0,41.0,,6.0,2.0,
Bodhni B.O,D6357,Pehowa S.O,,,,,,,,2.0,,,,
Bodla B.O,E5321,Pipli S.O,,,2.0,,,9.0,,4.0,,,,
Brahan BO,H1138,Ladwa S.O,,,,5.0,,1.0,,7.0,,,,
Budha Khera B.O,L5398,Kaithal S.O,,,3.0,1.0,,4.0,,18.0,,,,
Chaduni Jattan B.O,L4439,Shahabad(M) S.O,,,,,,,,2.0,,,,
Chammu Kalan B.O,H2808,Ismailabad S.O,,,2.0,5.0,,,,,,,,
Chandana B.O,L5399,Kaithal S.O,,,3.0,2.0,,7.0,,20.0,,,,
Chandlana B.O,L6193,Dhand S.O,,,,3.0,,,,9.0,,,,
Chaushala B.O,L6314,Kalayat S.O,,,,3.0,,3.0,,9.0,,,,
Chika S.O,13603401,,5.0,,26.0,68.0,,35.0,3.0,26.0,,1.0,5.0,
Daba B.O,J3512,Chika S.O,,,,3.0,,1.0,,,,,,
Dabkheri B.O,I5229,Kurukshetra University S.O,,,2.0,,,1.0,,1.0,,,,
Deeg B.O,L4440,Shahabad(M) S.O,,,1.0,4.0,,13.0,,,,,,
Deeg B.O,L6352,Pundri S.O,,,5.0,4.0,,5.0,,3.0,,,,
Deoban B.O,L5400,Kaithal S.O,,,1.0,,,2.0,,3.0,,,,
Deohera B.O,L5401,Kaithal S.O,,,1.0,,,5.0,,,,,,
Dewal B.O,L5402,Kaithal S.O,,,,1.0,,2.0,,1.0,,,,
Dhand S.O,13602001,,2.0,,8.0,13.0,,16.0,1.0,16.0,,,,
Dhundwa B.O,L6316,Kalayat S.O,,,,2.0,,1.0,,22.0,,,,
Dhurala B.O,I5230,Kurukshetra University S.O,,,1.0,1.0,,,,1.0,,,,
Dubbal B.O,L6315,Kalayat S.O,,,1.0,1.0,,,,,,,,
Dudhla B.O,H3318,Babain S.O,,,,,,3.0,,20.0,,,,
Duserpur B.O,M6993,Guhla S.O,,,3.0,,,1.0,,1.0,,,,
Fatehpur S.O (Kaithal),13604201,,1.0,2.0,2.0,22.0,,16.0,3.0,27.0,,2.0,2.0,
Gaggarpur B.O,J3513,Chika S.O,,,1.0,4.0,,1.0,,1.0,,,,
Gajlana B.O,H1139,Ladwa S.O,,,,,,8.0,,15.0,,,,
Geong B.O,L5403,Kaithal S.O,,,7.0,,,4.0,,,,,,
Golpura B.O,L4441,Shahabad(M) S.O,,,1.0,1.0,,1.0,,,,,,
Gudha B.O,H1140,Ladwa S.O,,,,1.0,,13.0,,20.0,,,,
Guhla S.O,13603501,,1.0,1.0,5.0,6.0,,18.0,,30.0,,,1.0,
Guhna B.O,L5404,Kaithal S.O,,,2.0,,,3.0,,30.0,,,,
Gulyana Songri B.O,L5405,Rajound S.O,,,,3.0,,2.0,,2.0,,,,
Gumthala Garhu S.O,13603001,,,,3.0,8.0,,6.0,1.0,5.0,,,3.0,
Habri B.O,L6353,Pundri S.O,,,1.0,1.0,,2.0,,11.0,,,,
Hajwana B.O,L6354,Pundri S.O,,,,3.0,,5.0,,14.0,,,,
Harigarh Kingan B.O,J3514,Chika S.O,,,1.0,1.0,,2.0,,17.0,,,,
Haripur B.O,L4442,Shahabad(M) S.O,,,2.0,,,1.0,,2.0,,,,
Haripura B.O,L6317,Kalayat S.O,,,2.0,4.0,,1.0,,2.0,,,,
Harsola B.O,L5406,Kaithal S.O,,,1.0,16.0,,1.0,,13.0,,,,
Hassanpur B.O,I5232,Kurukshetra University S.O,,,1.0,1.0,,2.0,,3.0,,,,
Hathira B.O,I5233,Kurukshetra University S.O,,,,,,3.0,,12.0,,,,
Ishaq B.O,F2974,Pehowa S.O,,,,4.0,,2.0,,,,,,
Ismailabad S.O,13612901,,4.0,,9.0,51.0,,18.0,5.0,76.0,,5.0,6.0,
Jadola B.O,L6194,Dhand S.O,,,1.0,,,2.0,,1.0,,,,
Jajjanpur B.O,L6195,Dhand S.O,,,,20.0,,,,40.0,,,,
Jakholi B.O,L5407,Rajound S.O,,,3.0,2.0,,2.0,,2.0,,,,
Jalbehra B.O,H2809,Ismailabad S.O,,,2.0,,,,,1.0,,,,
Jandheri B.O,L4443,Shahabad(M) S.O,,,4.0,1.0,,10.0,,14.0,,,,
Jandola B.O,H3319,Babain S.O,,,,1.0,,1.0,,,,,,
Jhansa S.O,13613001,,2.0,,3.0,21.0,,26.0,,49.0,,3.0,3.0,
Judicial Complex Kurukshetra S.O,13611802,,2.0,,1.0,42.0,,11.0,4.0,47.0,,1.0,12.0,
Jyotisar B.O,I5234,Kurukshetra University S.O,,,3.0,2.0,,3.0,,10.0,,,,
Kailram B.O,L6318,Kalayat S.O,,,4.0,,,,,7.0,,,,
Kaithal City S.O,13602701,,5.0,1.0,2.0,147.0,,40.0,1.0,56.0,,12.0,10.0,
Kaithal S.O,13602702,,12.0,2.0,27.0,145.0,,58.0,8.0,124.0,,5.0,37.0,
Kakot B.O,H9072,Pai S.O,,,,,,2.0,,,,,,
Kakral Gujran B.O,L6259,Gumthala Garhu S.O,,,1.0,,,1.0,,,,,,
Kakrala Inayat B.O,I5447,Siwan S.O,,,,,,3.0,,15.0,,,,
Kalal Majra B.O,H3320,Babain S.O,,,4.0,1.0,,8.0,,,,,,
Kalasar B.O,L6319,Kalayat S.O,,,2.0,1.0,,2.0,,,,,,
Kalayat Mandi B.O,L6320,Kalayat S.O,,,,5.0,,,,,,,,
Kalayat S.O,13611701,,8.0,1.0,9.0,30.0,,18.0,3.0,61.0,,1.0,13.0,
Kalirano B.O,H1141,Ladwa S.O,,,1.0,2.0,,3.0,,,,,,
Kalsana B.O,L4444,Shahabad(M) S.O,,,5.0,,,1.0,,14.0,,,,
Kalyana B.O,L4445,Shahabad(M) S.O,,,,6.0,,1.0,,2.0,,,,
Kamoda B.O,I5235,Kurukshetra University S.O,,,3.0,1.0,,3.0,,5.0,,,,
Kangthali B.O,I5448,Siwan S.O,,,6.0,2.0,,2.0,,5.0,,,,
Karah B.O,E4672,Pehowa S.O,,,,1.0,,,,7.0,,,,
Karnal Road Kaithal S.O,13602703,,5.0,1.0,12.0,95.0,,24.0,9.0,50.0,,1.0,9.0,
Karora B.O,H9073,Pai S.O,,,,1.0,,,,4.0,,,,
Kassan B.O,L5408,Rajound S.O,,,1.0,,,4.0,,,,,,
Kaul S.O,13602101,,,,7.0,0.0,,2.0,,1.0,,2.0,,
Kawartan B.O,I5449,Siwan S.O,,,4.0,,,4.0,,1.0,,,,
Keorak B.O,L5409,Kaithal S.O,,,,5.0,,3.0,,1.0,,,,
Khanpur Kolian B.O,A3299,Pipli S.O,,,3.0,1.0,,1.0,,,,,,
Kharak Pandwan B.O,L6321,Kalayat S.O,,,1.0,,,,,,,,,
Kharaudi B.O,J3515,Chika S.O,,,,2.0,,4.0,,,,,,
Kharindwa B.O,L4446,Shahabad(M) S.O,,,2.0,,,8.0,,17.0,,,,
Kharkan B.O,M6995,Guhla S.O,,,,,,1.0,,1.0,,,,
Kheri Dabdallan B.O,H1142,Ladwa S.O,,,4.0,,,12.0,,4.0,,,,
Kheri Gulam Ali B.O,I5450,Siwan S.O,,,4.0,,,5.0,,6.0,,,,
Kheri Ram Nagar B.O,I5236,Kurukshetra University S.O,,,1.0,,,,,2.0,,,,
Kheri Simbal Wali B.O,L5410,Rajound S.O,,,3.0,,,4.0,,1.0,,,,
Khurana B.O,L5411,Kaithal S.O,,,2.0,3.0,,,,5.0,,,,
Kirmuch B.O,I5237,Kurukshetra University S.O,,,3.0,2.0,,1.0,,6.0,,,,
Kithana B.O,L6338,Rajound S.O,,,,1.0,,2.0,,4.0,,,,
Kohlapur B.O,F3607,Pipli S.O,,,1.0,1.0,,2.0,,2.0,,,,
Kolekhan B.O,L6322,Kalayat S.O,,,1.0,20.0,,,,1.0,,,,
Kotra B.O,H9074,Pai S.O,,,1.0,2.0,,2.0,,9.0,,,,
Kultaran B.O,L5413,Kaithal S.O,,,1.0,,,2.0,,8.0,,,,
Kurar B.O,L6323,Kalayat S.O,,,3.0,3.0,,1.0,,7.0,,,,
Kurukshetra H.O,13611800,,40.0,8.0,32.0,142.0,,60.0,43.0,243.0,,11.0,76.0,
Kurukshetra University S.O,13611901,,8.0,6.0,13.0,37.0,,37.0,15.0,67.0,,2.0,12.0,
Ladana Baba B.O,L5414,Kaithal S.O,,,3.0,1.0,,1.0,,,,,,
Ladana Chaku B.O,I5451,Siwan S.O,,,1.0,,,3.0,,,,,,
Ladwa S.O,13613201,,11.0,3.0,9.0,81.0,,52.0,7.0,93.0,,5.0,27.0,
Lakhmari B.O,H3321,Babain S.O,,,4.0,5.0,,8.0,,11.0,,,,
Lander Keema B.O,L5415,Kaithal S.O,,,1.0,,,1.0,,2.0,,,,
Landi B.O,L4447,Shahabad(M) S.O,,,1.0,,,26.0,,16.0,,,,
Lohara B.O,H1143,Ladwa S.O,,,,4.0,,4.0,,9.0,,,,
Lukhi B.O,I5238,Kurukshetra University S.O,,,2.0,1.0,,1.0,,2.0,,,,
Madanpur B.O,L4448,Shahabad(M) S.O,,,,5.0,,2.0,,2.0,,,,
Majra Nand Karan B.O,L5416,Pai S.O,,,1.0,,,2.0,,6.0,,,,
Majri Mohalla Shahabad S.O,13613501,,3.0,9.0,4.0,14.0,,13.0,,9.0,,1.0,,
Malikpur B.O,B1173,Pehowa S.O,,,,10.0,,1.0,,,,,,
Manas B.O,L5417,Kaithal S.O,,,2.0,,,,,,,,,
Mandheri B.O,L5290,Thol S.O,,,,,,2.0,,1.0,,,,
Mandi Sadra B.O,I5452,Siwan S.O,,,,9.0,,,,,,,,
Mandwal B.O,L6339,Rajound S.O,,,1.0,,,1.0,,1.0,,,,
Mastgarh B.O,M6996,Guhla S.O,,,1.0,1.0,,1.0,,,,,,
Mataur B.O,L6324,Kalayat S.O,,,4.0,1.0,,2.0,,,,,,
Mathana B.O,F3608,Pipli S.O,,,,,,2.0,,3.0,,,,
Mengran B.O,J3517,Chika S.O,,,,,,1.0,,,,,,
Model Town Kaithal S.O,13602705,,,,1.0,2.0,,6.0,,5.0,,,2.0,
Mohan Nagar S.O (Kurukshetra),13611803,,11.0,1.0,11.0,65.0,,25.0,12.0,46.0,,4.0,21.0,
Mohri S.O,13613401,,1.0,2.0,3.0,6.0,,4.0,1.0,,,,,
Mundri B.O,H9317,Fatehpur S.O (Kaithal),,,,,,,,1.0,,,,
Murtzapur B.O,A2669,Pehowa S.O,,,,,,2.0,,1.0,,,,
Nagla B.O,L4449,Shahabad(M) S.O,,,1.0,1.0,,1.0,,,,,,
Naina Dhos B.O,H9318,Fatehpur S.O (Kaithal),,,,,,1.0,,3.0,,,,
Naisi B.O,H2810,Ismailabad S.O,,,,,,3.0,,3.0,,,,
Nalvi B.O,L4450,Shahabad(M) S.O,,,5.0,1.0,,10.0,,17.0,,,,
Narar B.O,L5418,Kaithal S.O,,,3.0,4.0,,1.0,,22.0,,,,
Nauch B.O,L5419,Kaithal S.O,,,1.0,,,3.0,,5.0,,,,
Ngm Ladwa S.O,13613202,,4.0,,2.0,69.0,,15.0,,60.0,,1.0,14.0,
Niwarsi B.O,H1144,Ladwa S.O,,,,,,3.0,,,,,,
Pabnawa B.O,L6196,Dhand S.O,,,,13.0,,,,5.0,,,,
Padla B.O,L5420,Kaithal S.O,,,5.0,,,11.0,,115.0,,,,
Pai S.O,13604301,,2.0,2.0,4.0,17.0,,17.0,1.0,68.0,,11.0,1.0,
Palwal B.O,G2047,Pipli S.O,,,,5.0,,3.0,,,,,,
Patti Afgan B.O,L5421,Kaithal S.O,,,1.0,6.0,,8.0,,5.0,,,,
Peedal B.O,J3518,Chika S.O,,,2.0,,,2.0,,,,,,
Pehowa S.O,13612801,,8.0,4.0,20.0,45.0,,38.0,11.0,43.0,,19.0,36.0,
Peoda B.O,L5422,Kaithal S.O,,,,5.0,,2.0,,3.0,,,,
Pharal B.O,I3623,Kaul S.O,,,,2.0,,6.0,,2.0,,,,
Pilni B.O,H9075,Pai S.O,,,,,,2.0,,12.0,,,,
Pipli S.O,13613101,,13.0,,9.0,28.0,,40.0,8.0,42.0,,6.0,18.0,
Prahladpur B.O,H1145,Ladwa S.O,,,2.0,,,5.0,,,,,,
Pundri S.O,13602601,,,,12.0,34.0,,23.0,3.0,115.0,,14.0,6.0,
Rajound S.O,13604401,,1.0,2.0,8.0,1.0,,14.0,,9.0,,,,
Ram Garh Pandwa B.O,L6325,Kalayat S.O,,,,,,1.0,,,,,,
Ram Saran Majra B.O,H3322,Babain S.O,,,2.0,,,3.0,,6.0,,,,
Ramgarh Ror B.O,L6260,Gumthala Garhu S.O,,,1.0,1.0,,,,,,,,
Rasina B.O,H9319,Fatehpur S.O (Kaithal),,,,1.0,,1.0,,,,,,
Rawa B.O,L4452,Shahabad(M) S.O,,,,,,5.0,,,,,,
Rohera B.O,L6340,Rajound S.O,,,4.0,,,4.0,,,,,,
Rohti B.O,H2811,Ismailabad S.O,,,1.0,,,1.0,,,,,,
Sair B.O,I5453,Siwan S.O,,,1.0,1.0,,5.0,,3.0,,,,
Sajuma B.O,L6326,Kalayat S.O,,,,,,1.0,,,,,,
Sakra B.O,I3624,Kaul S.O,,,1.0,2.0,,6.0,,6.0,,,,
Salarpur B.O,I5239,Kurukshetra University S.O,,,,4.0,,,,,,,,
Samalkhi B.O,L4453,Shahabad(M) S.O,,,1.0,2.0,,3.0,,2.0,,,,
Sandholi B.O,B1174,Pehowa S.O,,,,2.0,,1.0,,1.0,,,,
Sanghan B.O,L6327,Kalayat S.O,,,4.0,2.0,,3.0,,,,,,
Sanghor B.O,H3323,Babain S.O,,,,,,6.0,,8.0,,,,
Sanghrouli B.O,I3625,Kaul S.O,,,5.0,2.0,,9.0,,6.0,,,,
Santokh Majra B.O,L6341,Rajound S.O,,,1.0,,,,,,,,,
Saraswati Mandir Pehowa S.O,13612802,,1.0,8.0,5.0,6.0,,12.0,1.0,39.0,,,4.0,
Sarsa B.O,A2670,Pehowa S.O,,,1.0,26.0,,3.0,,,,,,
Saunch B.O,H9320,Fatehpur S.O (Kaithal),,,,,,4.0,,16.0,,,,
Sector 3 U E KKR S.O,13611804,,7.0,9.0,2.0,6.0,,5.0,9.0,12.0,,,,
Seonmajra B.O,M6997,Guhla S.O,,,,,,2.0,,3.0,,,,
Seonsar B.O,L6261,Gumthala Garhu S.O,,,2.0,,,,,,,,,
Serhda B.O,H9076,Pai S.O,,,4.0,5.0,,3.0,,3.0,,,,
Shahabad(M) S.O,13613502,,17.0,2.0,12.0,104.0,,52.0,25.0,213.0,,15.0,65.0,
Shanti Nagar B.O,L5291,Thol S.O,,,1.0,1.0,,3.0,,5.0,,,,
Sharif Garh B.O,L4454,Shahabad(M) S.O,,,,4.0,,1.0,,,,,,
Simla B.O,L6328,Kalayat S.O,,,,7.0,,1.0,,,,,,
Sirsal B.O,L6355,Pundri S.O,,,2.0,4.0,,3.0,,5.0,,,,
Sirta B.O,L5423,Kaithal S.O,,,,,,3.0,,3.0,,,,
Sisla Sismore B.O,H9077,Pai S.O,,,3.0,,,4.0,,3.0,,,,
Siwan Gate Kaithal S.O,13602704,,10.0,,8.0,69.0,,28.0,5.0,186.0,,10.0,15.0,
Siwan S.O,13603301,,1.0,,19.0,59.0,,41.0,,65.0,,5.0,6.0,
Songal B.O,L5424,Pai S.O,,,,,,,,3.0,,,,
Sudpur B.O,L4455,Shahabad(M) S.O,,,,,,2.0,,,,,,
Tangore B.O,G6385,Jhansa S.O,,,2.0,,,3.0,,10.0,,,,
Teek B.O,L5425,Dhand S.O,,,4.0,1.0,,4.0,,,,,,
Teontha B.O,H9321,Fatehpur S.O (Kaithal),,,5.0,1.0,,7.0,,,,,,
Thana B.O,L6262,Gumthala Garhu S.O,,,2.0,11.0,,,,3.0,,,,
Thanesar Town S.O,13611805,,14.0,1.0,8.0,150.0,,29.0,9.0,170.0,,13.0,19.0,
Thaska Miranji B.O,H2812,Ismailabad S.O,,,2.0,4.0,,1.0,,,,,,
Thol S.O,13613601,,3.0,5.0,9.0,18.0,,23.0,,7.0,,,2.0,
Tigri B.O,L4456,Shahabad(M) S.O,,,,1.0,,1.0,,,,,,
Titram B.O,L5426,Kaithal S.O,,,2.0,5.0,,6.0,,1.0,,,,
Umri B.O,C8496,Pipli S.O,,,3.0,,,1.0,,,,,,
Urnai B.O,E4673,Pehowa S.O,,,4.0,11.0,,5.0,,,,,,
Yara B.O,L4457,Shahabad(M) S.O,,,,2.0,,6.0,,,,,,
Achhej BO,J7405,Matanhail SO,,,,,,2.0,,,,,,
Akheri Madanpur BO,J7826,Sahlawas SO,,,1.0,,,1.0,,4.0,,,,
Anwal SO,12441101,,2.0,,,6.0,,3.0,,26.0,,1.0,2.0,
Assan BO,H3438,Kansala SO,,,1.0,,,3.0,,5.0,,,,
Assaudha SO,12450501,,1.0,,2.0,16.0,,5.0,,7.0,,,,
Asthal Bohar SO,12402101,,,,4.0,11.0,,4.0,1.0,4.0,,1.0,1.0,
Atail BO,L5365,Sampla SO,,,2.0,,,1.0,,2.0,,,,
Badli SO Jhajjar,12410501,,1.0,,2.0,1.0,,8.0,1.0,5.0,,,,
Badsa BO,L6154,Badli SO Jhajjar,,,2.0,,,,,,,,,
Baghpur BO,D6994,Beri SO,,,,,,,,11.0,,,,
Bahadurgarh HO,12450700,,30.0,4.0,30.0,74.0,,71.0,24.0,89.0,,14.0,35.0,
Bahadurgarh Mandi SO,12450801,,8.0,,6.0,72.0,,23.0,12.0,53.0,,4.0,21.0,
Bahadurgarh Sector 6 SO,12450702,,11.0,1.0,4.0,24.0,,12.0,15.0,32.0,,2.0,14.0,
Bahu Akbarpur BO,H8733,Mokhra SO,,,2.0,,,4.0,,1.0,,,,
Bahu SO,12414201,,6.0,,2.0,14.0,,10.0,5.0,15.0,,1.0,,
Bainsi BO,G2018,Nindana SO,,,1.0,2.0,,4.0,,13.0,,,,
Bakheta BO,H3439,Kansala SO,,,,,,1.0,,,,,,
Bakra BO,F3618,Beri SO,,,1.0,,,2.0,,48.0,,,,
Baland BO,O0155,Police Training Center Sunaria SO,,,2.0,5.0,,,,4.0,,,,
Baliana BO,J7277,Bhalaut SO,,,4.0,34.0,,9.0,,5.0,,,,
Bamnaula BO,L6155,Badli SO Jhajjar,,,,,,2.0,,,,,,
Bamnoli BO,N9644,Assaudha SO,,,1.0,1.0,,,,4.0,,,,
Banyani BO,D2955,Anwal SO,,,,1.0,,,,,,,,
Barahi BO,N9645,Assaudha SO,,,,2.0,,,,,,,,
Barhana BO,H3215,Dighal SO,,,7.0,5.0,,3.0,,,,,,
Basana BO,H8734,Mokhra SO,,,2.0,1.0,,4.0,,3.0,,,,
Basantpur BO,H9416,Sanghi SO,,,2.0,8.0,,2.0,,5.0,,,,
Beri SO,12420101,,5.0,3.0,13.0,24.0,,25.0,1.0,85.0,,3.0,6.0,
Bhadani BO,N9277,Nehru College Jhajjar SO,,,1.0,1.0,,,,,,,,
Bhagwatipur BO,E5293,Lakhan Majra SO,,,1.0,1.0,,1.0,,,,,,
Bhaini Bharon BO,J9565,Mehem SO,,,3.0,30.0,,,,,,,,
Bhaini Chanderpal BO,J9566,Mehem SO,,,3.0,4.0,,2.0,,93.0,,,,
Bhaini Maharajpur BO,J9568,Mehem SO,,,,,,,,1.0,,,,
Bhaini Surjan BO,J9567,Mehem SO,,,,1.0,,,,,,,,
Bhalaut SO,12440101,,1.0,,3.0,9.0,,7.0,,23.0,,,1.0,
Bhali Anandpur BO,O0156,Police Training Center Sunaria SO,,,,,,5.0,,2.0,,,,
Bhambhewa BO,J7014,Asthal Bohar SO,,,1.0,1.0,,2.0,,2.0,,,,
Bhaproda BO,L5366,Sampla SO,,,,,,1.0,,5.0,,,,
Bharan BO,H8968,Madina SO,,,5.0,,,3.0,,3.0,,,,
Bhasro Kalan BO,L5367,Sampla SO,,,1.0,31.0,,1.0,,,,,,
Bhatera BO,D8689,Machrauli SO,,,3.0,,,1.0,,,,,,
Bhindawas BO,J3748,Dhakla SO,,,,,,7.0,,3.0,,,,
Bhupnia BO,L6156,Badli SO Jhajjar,,,,1.0,,,,1.0,,,,
Bhurawas BO,J7827,Sahlawas SO,,,1.0,,,4.0,,,,,,
Bilochpura BO,J3749,Dhakla SO,,,,11.0,,4.0,,5.0,,,,
Birar BO,J7828,Sahlawas SO,,,1.0,,,3.0,,1.0,,,,
Birdhana BO,D7057,Dujana SO,,,4.0,3.0,,1.0,,,,,,
Birohar BO,J7406,Matanhail SO,,,8.0,,,1.0,,1.0,,,,
Bishan BO,A3311,Beri SO,,,,24.0,,3.0,,4.0,,,,
Bohar BO,J7015,Asthal Bohar SO,,,1.0,,,2.0,,5.0,,,,
Bus Stand,12400112,,,,2.0,1.0,,,,,,1.0,,
Chamanpura BO,C0295,Dujana SO,,,,9.0,,2.0,,2.0,,,,
Chamaria BO,H9417,Sanghi SO,,,1.0,,,4.0,,4.0,,,,
Chandi BO,F3581,Lakhan Majra SO,,,,,,1.0,,1.0,,,,
Charra SO,12450401,,4.0,,2.0,18.0,,14.0,,40.0,,4.0,,
Chhadwana BO,AM118,Dhakla SO,,,1.0,2.0,,5.0,,1.0,,,,
Chhappar BO,B3544,Machrauli SO,,,5.0,,,1.0,,3.0,,,,
Chhochi BO,H3216,Dighal SO,,,1.0,,,,,,,,,
Chhuchhakwas BO,J7407,Matanhail SO,,,3.0,,,,,1.0,,,,
Chimni BO,J8915,Kahnaur SO,,,2.0,2.0,,4.0,,7.0,,,,
Chiri BO,D6955,Lakhan Majra SO,,,,,,3.0,,2.0,,,,
Chudani BO,H0668,Charra SO,,,,,,2.0,,,,,,
Chuliyana BO,L5368,Sampla SO,,,2.0,2.0,,3.0,,,,,,
Court Complex Jhajjar SO,12410301,,3.0,,3.0,10.0,,6.0,1.0,16.0,,2.0,,
Daboda Khurd BO,L9900,Bahadurgarh Mandi SO,,,1.0,,,2.0,,,,,,
Dadanpur BO,F4661,Jhajjar SO,,,3.0,,,2.0,,3.0,,,,
Dadri Toe BO,D7943,Jhajjar SO,,,4.0,,,,,,,,,
Darauli BO,J3750,Dhakla SO,,,,,,7.0,,3.0,,,,
Dawla Raiya BO,E6293,Jhajjar SO,,,1.0,,,4.0,,2.0,,,,
Dehkora BO,L5369,Sampla SO,,,,1.0,,,,,,,,
Deverkhana BO,L6157,Badli SO Jhajjar,,,1.0,,,,,2.0,,,,
Dhakla SO,12410901,,5.0,2.0,3.0,16.0,,7.0,5.0,17.0,,1.0,,
Dhamar BO,J7278,Bhalaut SO,,,,22.0,,5.0,,3.0,,,,
Dhandlan BO,H3217,Dighal SO,,,,1.0,,1.0,,2.0,,,,
Dharana BO,J8916,Kahnaur SO,,,3.0,2.0,,2.0,,2.0,,,,
Dhaur BO,D6995,Beri SO,,,,10.0,,1.0,,1.0,,,,
Dighal SO,12410701,,4.0,,3.0,39.0,,21.0,,129.0,,1.0,57.0,
DLF Colony Rohtak SO,12400101,,1.0,,1.0,57.0,,15.0,7.0,69.0,,3.0,9.0,
Dobh BO,O0157,Police Training Center Sunaria SO,,,,,,3.0,,6.0,,,,
Dubaldhan SO,12420201,,1.0,1.0,1.0,18.0,,15.0,,35.0,,0.0,,
Dujana SO,12410201,,,1.0,2.0,4.0,,6.0,,11.0,,1.0,3.0,
Dulhera BO,L9901,Bahadurgarh Mandi SO,,,1.0,12.0,,2.0,,,,,,
Farmana BO,J9569,Mehem SO,,,3.0,1.0,,4.0,,1.0,,,,
Gaddi Kheri BO,O0158,Police Training Center Sunaria SO,,,,1.0,,,,,,,,
Gandhi Camp SO,12400102,,10.0,1.0,2.0,40.0,,19.0,5.0,64.0,,9.0,6.0,
Gandhra BO,L5370,Sampla SO,,,,23.0,,4.0,,4.0,,,,
Garhi Ballab BO,G6638,Anwal SO,,,,,,1.0,,2.0,,,,
Garhi BO,L5371,Sampla SO,,,,1.0,,,,14.0,,,,
Garnauthi BO,J8917,Kahnaur SO,,,4.0,2.0,,,,,,,,
Gawalison BO,F4662,Jhajjar SO,,,1.0,1.0,,5.0,,1.0,,,,
Gharauthi BO,C8463,Lakhan Majra SO,,,1.0,,,2.0,,,,,,
Ghillaur Kalan BO,H9418,Sanghi SO,,,2.0,,,3.0,,1.0,,,,
Girawar BO,H8969,Madina SO,,,,,,,,1.0,,,,
Gochhi BO,H3218,Dighal SO,,,5.0,2.0,,2.0,,17.0,,,,
Goela Kalan BO,L9902,Bahadurgarh Mandi SO,,,,,,1.0,,,,,,
Gohana Road SO Rohtak,12400103,,6.0,,3.0,30.0,,4.0,6.0,36.0,,,1.0,
Goria BO,G9342,Bahu SO,,,,,,1.0,,1.0,,,,
Gubhana BO,L6158,Badli SO Jhajjar,,,1.0,6.0,,,,1.0,,,,
Gudha BO,D7944,Jhajjar SO,,,1.0,1.0,,1.0,,,,,,
Gurukul Jhajjar BO,B2757,Jhajjar SO,,,2.0,,,1.0,,4.0,,,,
Hasanpur BO,C9509,Jhajjar SO,,,7.0,,,1.0,,,,,,
Hassangarh SO,12440401,,,1.0,0.0,17.0,,8.0,,20.0,,1.0,,
Humayunpur BO,H3440,Kansala SO,,,,,,1.0,,3.0,,,,
Indra Colony Rohtak S.O,12400115,,,,9.0,9.0,,8.0,,10.0,,,2.0,
Ismaila BO,L5373,Sampla SO,,,4.0,4.0,,2.0,,3.0,,,,
Jahangirpur BO,N9278,Nehru College Jhajjar SO,,,1.0,13.0,,9.0,,8.0,,,,
Jahazgarh BO,A4293,Jhajjar SO,,,,,,1.0,,9.0,,,,
Jakhauda BO,N9646,Assaudha SO,,,,2.0,,1.0,,3.0,,,,
Janta Colony Rohtak SO,12400104,,2.0,,,75.0,,16.0,1.0,76.0,,,12.0,
Jassaur Kheri BO,N9647,Assaudha SO,,,3.0,3.0,,6.0,,2.0,,,,
